SI#	GENE	GDS	ORGANISM	SAMPLE
13035	ANKMY1	GDS1204	Homo sapiens	18
13036	PLGLB1	GDS1204	Homo sapiens	18
13037	HNRNPM	GDS1204	Homo sapiens	18
13038	GPR68	GDS1204	Homo sapiens	18
13039	MARK2	GDS1204	Homo sapiens	18
13040	TCF3	GDS1204	Homo sapiens	18
13041	AK2	GDS1204	Homo sapiens	18
13042	TMEM144	GDS1204	Homo sapiens	18
13043	CEBPD	GDS1204	Homo sapiens	18
13044	KMT2A	GDS1204	Homo sapiens	18
13045	ZFX	GDS1204	Homo sapiens	18
13046	None	GDS1204	Homo sapiens	18
13047	LSAMP	GDS1204	Homo sapiens	18
13048	SLCO4C1	GDS1204	Homo sapiens	18
13049	POFUT2	GDS1204	Homo sapiens	18
13050	PPARA	GDS1204	Homo sapiens	18
13051	TAF6L	GDS1204	Homo sapiens	18
13052	QKI	GDS1204	Homo sapiens	18
13053	SMIM8	GDS1204	Homo sapiens	18
13054	PDE4A	GDS1204	Homo sapiens	18
13055	TAF6L	GDS1204	Homo sapiens	18
13056	SOAT2	GDS1204	Homo sapiens	18
13057	NF2	GDS1204	Homo sapiens	18
13058	SARDH	GDS1204	Homo sapiens	18
13059	DSTYK	GDS1204	Homo sapiens	18
13060	SORBS1	GDS1204	Homo sapiens	18
13061	PDLIM5	GDS1204	Homo sapiens	18
13062	SEMA3E	GDS1204	Homo sapiens	18
13063	EPB41L3	GDS1204	Homo sapiens	18
13064	BTN1A1	GDS1204	Homo sapiens	18
13065	GPR6	GDS1204	Homo sapiens	18
13066	TBC1D30	GDS1204	Homo sapiens	18
13067	KCNJ6	GDS1204	Homo sapiens	18
13068	ADGRF5	GDS1204	Homo sapiens	18
13069	CTDSPL	GDS1204	Homo sapiens	18
13070	EGR1	GDS2499	Homo sapiens	12
13071	PHF23	GDS2499	Homo sapiens	12
13072	F3	GDS2777	Homo sapiens	20
13073	AQP3	GDS2777	Homo sapiens	20
13074	UGCG	GDS2777	Homo sapiens	20
13075	BCL2L1	GDS2777	Homo sapiens	20
13076	OSBPL1A	GDS2777	Homo sapiens	20
13077	ACAA2	GDS2777	Homo sapiens	20
13078	CCL15-CCL14	GDS2777	Homo sapiens	20
13079	CLPB	GDS2777	Homo sapiens	20
13080	CDA	GDS2777	Homo sapiens	20
13081	RHO	GDS2777	Homo sapiens	20
13082	SMAD6	GDS2777	Homo sapiens	20
13083	MRE11A	GDS2777	Homo sapiens	20
13084	SECTM1	GDS2777	Homo sapiens	20
13085	OSBPL1A	GDS2777	Homo sapiens	20
13086	COL13A1	GDS2777	Homo sapiens	20
13087	HUS1	GDS2777	Homo sapiens	20
13088	LOC100131532	GDS2777	Homo sapiens	20
13089	CLIC3	GDS2777	Homo sapiens	20
13090	TTC3P1	GDS2777	Homo sapiens	20
13091	TIAM1	GDS2777	Homo sapiens	20
13092	XYLT2	GDS2777	Homo sapiens	20
13093	PCIF1	GDS2777	Homo sapiens	20
13094	ADCY9	GDS2777	Homo sapiens	20
13095	SIPA1L3	GDS2777	Homo sapiens	20
13096	PPM1F	GDS2777	Homo sapiens	20
13097	DIAPH2	GDS2777	Homo sapiens	20
13098	IKZF2	GDS2777	Homo sapiens	20
13099	RBL2	GDS2777	Homo sapiens	20
13100	CTGF	GDS2777	Homo sapiens	20
13101	MECP2	GDS2777	Homo sapiens	20
13102	SEPT6	GDS2777	Homo sapiens	20
13103	EZH1	GDS2777	Homo sapiens	20
13104	TRIB2	GDS2777	Homo sapiens	20
13105	STAT6	GDS2777	Homo sapiens	20
13106	ALB	GDS2777	Homo sapiens	20
13107	STK11	GDS2777	Homo sapiens	20
13108	CR2	GDS2777	Homo sapiens	20
13109	ATXN3	GDS2777	Homo sapiens	20
13110	TNPO2	GDS2777	Homo sapiens	20
13111	None	GDS2777	Homo sapiens	20
13112	CLCN4	GDS2777	Homo sapiens	20
13113	RCAN3	GDS2777	Homo sapiens	20
13114	PLAT	GDS2297	Homo sapiens	45
13115	TXLNGY	GDS3951	Homo sapiens	29
13116	DDX3Y	GDS3951	Homo sapiens	29
13117	TMEM158	GDS2297	Homo sapiens	45
13118	SCEL	GDS2297	Homo sapiens	45
13119	SRGN	GDS2297	Homo sapiens	45
13120	ZSCAN18	GDS2297	Homo sapiens	45
13121	FA2H	GDS2297	Homo sapiens	45
13122	GPR87	GDS2297	Homo sapiens	45
13123	CIRBP	GDS2777	Homo sapiens	20
13124	ACTG1	GDS2777	Homo sapiens	20
13125	TMSB10	GDS2777	Homo sapiens	20
13126	RLIM	GDS2777	Homo sapiens	20
13127	EEF1A1	GDS2777	Homo sapiens	20
13128	EEF1A1	GDS2777	Homo sapiens	20
13129	RPS12	GDS2777	Homo sapiens	20
13130	LOC101060363	GDS2777	Homo sapiens	20
13131	LOC101928826	GDS2777	Homo sapiens	20
13132	TUBB	GDS2777	Homo sapiens	20
13133	LOC101060363	GDS2777	Homo sapiens	20
13134	TUBA1B	GDS2777	Homo sapiens	20
13135	TUBA1C	GDS2777	Homo sapiens	20
13136	EEF1A1	GDS2777	Homo sapiens	20
13137	LOC100506248	GDS2777	Homo sapiens	20
13138	RPL19	GDS2777	Homo sapiens	20
13139	RPL18	GDS2777	Homo sapiens	20
13140	FAU	GDS2777	Homo sapiens	20
13141	RPL11	GDS2777	Homo sapiens	20
13142	TUBB	GDS2777	Homo sapiens	20
13143	MIR4738	GDS2777	Homo sapiens	20
13144	ANXA2	GDS2777	Homo sapiens	20
13145	ENO1	GDS2777	Homo sapiens	20
13146	FTH1	GDS2777	Homo sapiens	20
13147	None	GDS2777	Homo sapiens	20
13148	LOC101928826	GDS2777	Homo sapiens	20
13149	HINT1	GDS2777	Homo sapiens	20
13150	TYMS	GDS2777	Homo sapiens	20
13151	SOD1	GDS2777	Homo sapiens	20
13152	RPL14	GDS2777	Homo sapiens	20
13153	FBL	GDS2777	Homo sapiens	20
13154	PFDN5	GDS2777	Homo sapiens	20
13155	NDUFA1	GDS2777	Homo sapiens	20
13156	NDUFB8	GDS2777	Homo sapiens	20
13157	VIM	GDS2297	Homo sapiens	45
13158	CD24	GDS2297	Homo sapiens	45
13159	AGR2	GDS2297	Homo sapiens	45
13160	PRKCDBP	GDS2777	Homo sapiens	20
13161	STAG2	GDS2777	Homo sapiens	20
13162	TSSC4	GDS2777	Homo sapiens	20
13163	SNORA21	GDS2777	Homo sapiens	20
13164	GLT8D1	GDS2777	Homo sapiens	20
13165	ARID5B	GDS2777	Homo sapiens	20
13166	NAV3	GDS2777	Homo sapiens	20
13167	SKAP2	GDS2777	Homo sapiens	20
13168	MAGT1	GDS2777	Homo sapiens	20
13169	IRF9	GDS2777	Homo sapiens	20
13170	SLC7A11	GDS2777	Homo sapiens	20
13171	MYL10	GDS2777	Homo sapiens	20
13172	PRB1	GDS2777	Homo sapiens	20
13173	MPHOSPH9	GDS2777	Homo sapiens	20
13174	DNASE1L1	GDS2777	Homo sapiens	20
13175	CGB1	GDS2777	Homo sapiens	20
13176	CCKAR	GDS2777	Homo sapiens	20
13177	RRBP1	GDS2777	Homo sapiens	20
13178	MEF2C	GDS2777	Homo sapiens	20
13179	CYP26B1	GDS2777	Homo sapiens	20
13180	NFIB	GDS2777	Homo sapiens	20
13181	ATRIP	GDS2777	Homo sapiens	20
13182	CUEDC1	GDS2777	Homo sapiens	20
13183	GNAL	GDS2777	Homo sapiens	20
13184	FRMD8	GDS2777	Homo sapiens	20
13185	APBB1	GDS2777	Homo sapiens	20
13186	VSNL1	GDS2777	Homo sapiens	20
13187	APBB2	GDS2777	Homo sapiens	20
13188	GPER1	GDS2777	Homo sapiens	20
13189	TARP	GDS2777	Homo sapiens	20
13190	TWIST1	GDS2777	Homo sapiens	20
13191	TSC2	GDS2777	Homo sapiens	20
13192	None	GDS2777	Homo sapiens	20
13193	TNKS	GDS2777	Homo sapiens	20
13194	TNFSF4	GDS2777	Homo sapiens	20
13195	MSC	GDS2777	Homo sapiens	20
13196	KLRC3	GDS2777	Homo sapiens	20
13197	SPRR3	GDS2777	Homo sapiens	20
13198	MSLN	GDS2777	Homo sapiens	20
13199	CIITA	GDS2777	Homo sapiens	20
13200	RBMS2	GDS2777	Homo sapiens	20
13201	HNRNPH1	GDS2777	Homo sapiens	20
13202	TLE1	GDS2777	Homo sapiens	20
13203	OR5I1	GDS2777	Homo sapiens	20
13204	SNCA	GDS2777	Homo sapiens	20
13205	ALOX15B	GDS2777	Homo sapiens	20
13206	ELOVL5	GDS2777	Homo sapiens	20
13207	GNAL	GDS2777	Homo sapiens	20
13208	JUN	GDS2777	Homo sapiens	20
13209	ABCA1	GDS2777	Homo sapiens	20
13210	CNTLN	GDS2777	Homo sapiens	20
13211	TFAP2A	GDS2777	Homo sapiens	20
13212	HIST2H4B	GDS2777	Homo sapiens	20
13213	MGAT4C	GDS2777	Homo sapiens	20
13214	ADARB1	GDS2777	Homo sapiens	20
13215	ZDHHC8P1	GDS2777	Homo sapiens	20
13216	PRTN3	GDS2777	Homo sapiens	20
13217	STMN4	GDS2777	Homo sapiens	20
13218	TNNC1	GDS2777	Homo sapiens	20
13219	NFKB2	GDS2777	Homo sapiens	20
13220	TSNAX-DISC1	GDS2777	Homo sapiens	20
13221	CEACAM7	GDS2777	Homo sapiens	20
13222	TRIM62	GDS2777	Homo sapiens	20
13223	UGT2B15	GDS2777	Homo sapiens	20
13224	MYOM2	GDS2777	Homo sapiens	20
13225	HCRP1	GDS2777	Homo sapiens	20
13226	TRIO	GDS2777	Homo sapiens	20
13227	DDX17	GDS2777	Homo sapiens	20
13228	FGFR2	GDS2777	Homo sapiens	20
13229	HEG1	GDS2777	Homo sapiens	20
13230	RGN	GDS2777	Homo sapiens	20
13231	TARP	GDS2777	Homo sapiens	20
13232	TDO2	GDS2777	Homo sapiens	20
13233	MERTK	GDS2777	Homo sapiens	20
13234	CXCL6	GDS2777	Homo sapiens	20
13235	LRP12	GDS2777	Homo sapiens	20
13236	OR2F2	GDS2777	Homo sapiens	20
13237	None	GDS2777	Homo sapiens	20
13238	SLC15A2	GDS2777	Homo sapiens	20
13239	HESX1	GDS2777	Homo sapiens	20
13240	IGHV5-78	GDS2777	Homo sapiens	20
13241	EXO5	GDS2777	Homo sapiens	20
13242	ERO1B	GDS2777	Homo sapiens	20
13243	RAB11FIP4	GDS2777	Homo sapiens	20
13244	LRRC19	GDS2777	Homo sapiens	20
13245	APOF	GDS2777	Homo sapiens	20
13246	SCD	GDS2777	Homo sapiens	20
13247	TPP1	GDS2777	Homo sapiens	20
13248	TTTY14	GDS3951	Homo sapiens	29
13249	None	GDS5418	Homo sapiens	8
13250	None	GDS5418	Homo sapiens	8
13251	None	GDS5418	Homo sapiens	8
13252	None	GDS5409	Homo sapiens	8
13253	NKX2-1	GDS2297	Homo sapiens	45
13254	None	GDS5201	Mus musculus	6
13255	XIST	GDS3951	Homo sapiens	29
13256	LOC100996809	GDS3951	Homo sapiens	29
13257	LGALS7B	GDS3951	Homo sapiens	29
13258	None	GDS5418	Homo sapiens	8
13259	None	GDS5201	Mus musculus	6
13260	None	GDS5201	Mus musculus	6
13261	None	GDS5201	Mus musculus	6
13262	None	GDS5201	Mus musculus	6
13263	None	GDS5201	Mus musculus	6
13264	None	GDS5201	Mus musculus	6
13265	None	GDS5201	Mus musculus	6
13266	None	GDS5201	Mus musculus	6
13267	None	GDS5418	Homo sapiens	8
13268	None	GDS5409	Homo sapiens	8
13269	None	GDS5409	Homo sapiens	8
13270	None	GDS2506	Homo sapiens	51
13271	None	GDS2506	Homo sapiens	51
13272	None	GDS2506	Homo sapiens	51
13273	None	GDS2506	Homo sapiens	51
13274	None	GDS2506	Homo sapiens	51
13275	None	GDS2506	Homo sapiens	51
13276	None	GDS2506	Homo sapiens	51
13277	VAMP8	GDS2297	Homo sapiens	45
13278	SNURF	GDS2297	Homo sapiens	45
13279	GDF15	GDS2297	Homo sapiens	45
13280	SRGN	GDS2297	Homo sapiens	45
13281	SLC2A3	GDS2297	Homo sapiens	45
13282	ID2	GDS2297	Homo sapiens	45
13283	GAGE12D	GDS2297	Homo sapiens	45
13284	QPCT	GDS2297	Homo sapiens	45
13285	GAGE12D	GDS2297	Homo sapiens	45
13286	S100A14	GDS2297	Homo sapiens	45
13287	LSR	GDS2297	Homo sapiens	45
13288	ALDH1A3	GDS2297	Homo sapiens	45
13289	HLA-DRA	GDS2297	Homo sapiens	45
13290	CDH1	GDS2297	Homo sapiens	45
13291	BCAT1	GDS2297	Homo sapiens	45
13292	GAGE12F	GDS2297	Homo sapiens	45
13293	EHF	GDS2297	Homo sapiens	45
13294	TNFSF10	GDS2297	Homo sapiens	45
13295	MPZL2	GDS2297	Homo sapiens	45
13296	FBLN1	GDS2297	Homo sapiens	45
13297	TSPAN7	GDS2297	Homo sapiens	45
13298	ADCY9	GDS2297	Homo sapiens	45
13299	RPL14	GDS2777	Homo sapiens	20
13300	MALT1	GDS2777	Homo sapiens	20
13301	PLAU	GDS2777	Homo sapiens	20
13302	PAPSS2	GDS2777	Homo sapiens	20
13303	CD55	GDS2777	Homo sapiens	20
13304	RBL2	GDS2777	Homo sapiens	20
13305	TIMM17B	GDS2777	Homo sapiens	20
13306	DNAJB6	GDS2777	Homo sapiens	20
13307	PSMD11	GDS2777	Homo sapiens	20
13308	PAPSS2	GDS2777	Homo sapiens	20
13309	FOS	GDS2777	Homo sapiens	20
13310	IRS2	GDS2777	Homo sapiens	20
13311	RNASE1	GDS2777	Homo sapiens	20
13312	PON3	GDS2777	Homo sapiens	20
13313	PIGL	GDS2777	Homo sapiens	20
13314	EHD2	GDS2777	Homo sapiens	20
13315	ASAP2	GDS2777	Homo sapiens	20
13316	PBX3	GDS2777	Homo sapiens	20
13317	GIPR	GDS2777	Homo sapiens	20
13318	BRCC3	GDS2777	Homo sapiens	20
13319	MBP	GDS2777	Homo sapiens	20
13320	MSANTD3-TMEFF1	GDS2777	Homo sapiens	20
13321	IGHM	GDS2777	Homo sapiens	20
13322	TAF1A	GDS2777	Homo sapiens	20
13323	LOC100129518	GDS2777	Homo sapiens	20
13324	WWTR1	GDS2777	Homo sapiens	20
13325	INTS6	GDS2777	Homo sapiens	20
13326	MST1	GDS2777	Homo sapiens	20
13327	HOXB6	GDS2777	Homo sapiens	20
13328	FHL1	GDS2777	Homo sapiens	20
13329	FHL1	GDS2777	Homo sapiens	20
13330	GNAS	GDS2777	Homo sapiens	20
13331	CEP164	GDS2777	Homo sapiens	20
13332	UBE3B	GDS2777	Homo sapiens	20
13333	ANGPTL4	GDS2777	Homo sapiens	20
13334	HLA-DPB1	GDS2777	Homo sapiens	20
13335	RHOT2	GDS2777	Homo sapiens	20
13336	L1CAM	GDS2777	Homo sapiens	20
13337	TFE3	GDS2777	Homo sapiens	20
13338	ODAM	GDS2777	Homo sapiens	20
13339	HBA2	GDS2777	Homo sapiens	20
13340	GLYR1	GDS2777	Homo sapiens	20
13341	ABLIM3	GDS2777	Homo sapiens	20
13342	TOB2	GDS2777	Homo sapiens	20
13343	ESR2	GDS2777	Homo sapiens	20
13344	NOS3	GDS2777	Homo sapiens	20
13345	None	GDS2777	Homo sapiens	20
13346	FAM3A	GDS2777	Homo sapiens	20
13347	ASAP3	GDS2777	Homo sapiens	20
13348	CASP4	GDS2777	Homo sapiens	20
13349	IRF8	GDS2777	Homo sapiens	20
13350	TACSTD2	GDS2777	Homo sapiens	20
13351	ACSM5	GDS2777	Homo sapiens	20
13352	EPHX2	GDS2777	Homo sapiens	20
13353	BTBD2	GDS2777	Homo sapiens	20
13354	PPP2R5C	GDS2777	Homo sapiens	20
13355	TTC37	GDS2777	Homo sapiens	20
13356	GPR161	GDS2777	Homo sapiens	20
13357	HOXA1	GDS2777	Homo sapiens	20
13358	ZNF75D	GDS2777	Homo sapiens	20
13359	DENND5B	GDS2777	Homo sapiens	20
13360	LOC101929597	GDS2777	Homo sapiens	20
13361	None	GDS2777	Homo sapiens	20
13362	TRIM23	GDS2777	Homo sapiens	20
13363	SMPDL3B	GDS2777	Homo sapiens	20
13364	SIDT2	GDS2777	Homo sapiens	20
13365	TP73-AS1	GDS2777	Homo sapiens	20
13366	EMC1	GDS2777	Homo sapiens	20
13367	ELK3	GDS2777	Homo sapiens	20
13368	COL6A1	GDS2777	Homo sapiens	20
13369	SIN3B	GDS2777	Homo sapiens	20
13370	FHOD3	GDS2777	Homo sapiens	20
13371	AHDC1	GDS2777	Homo sapiens	20
13372	NFKBIB	GDS2777	Homo sapiens	20
13373	PEX6	GDS2777	Homo sapiens	20
13374	GSN	GDS2777	Homo sapiens	20
13375	ZNF532	GDS2777	Homo sapiens	20
13376	CD37	GDS2777	Homo sapiens	20
13377	PARD6B	GDS2777	Homo sapiens	20
13378	PDLIM7	GDS2777	Homo sapiens	20
13379	SLCO1B3	GDS2777	Homo sapiens	20
13380	TIMM22	GDS2777	Homo sapiens	20
13381	SSBP2	GDS2777	Homo sapiens	20
13382	SGPL1	GDS2777	Homo sapiens	20
13383	ZBED8	GDS2777	Homo sapiens	20
13384	SLC38A6	GDS2777	Homo sapiens	20
13385	PLCB4	GDS2777	Homo sapiens	20
13386	ALDH4A1	GDS2777	Homo sapiens	20
13387	HEMK1	GDS2777	Homo sapiens	20
13388	RPS6KA2	GDS2777	Homo sapiens	20
13389	TJP3	GDS2777	Homo sapiens	20
13390	TCP11L1	GDS2777	Homo sapiens	20
13391	MICAL3	GDS2777	Homo sapiens	20
13392	MED16	GDS2777	Homo sapiens	20
13393	RNF125	GDS2777	Homo sapiens	20
13394	SUGP2	GDS2777	Homo sapiens	20
13395	SERPING1	GDS2777	Homo sapiens	20
13396	MAPK14	GDS2777	Homo sapiens	20
13397	UBE3B	GDS2777	Homo sapiens	20
13398	RUFY3	GDS2777	Homo sapiens	20
13399	NCBP1	GDS2777	Homo sapiens	20
13400	TIMM50	GDS2777	Homo sapiens	20
13401	NFIB	GDS2777	Homo sapiens	20
13402	ST3GAL2	GDS2777	Homo sapiens	20
13403	CLN8	GDS2777	Homo sapiens	20
13404	PPP2R1B	GDS2777	Homo sapiens	20
13405	LOC101927338	GDS2777	Homo sapiens	20
13406	SLC2A3	GDS2777	Homo sapiens	20
13407	TRMT44	GDS2777	Homo sapiens	20
13408	ARSJ	GDS2777	Homo sapiens	20
13409	WNT5A	GDS2777	Homo sapiens	20
13410	LOC100506123	GDS2777	Homo sapiens	20
13411	HIST1H3F	GDS2777	Homo sapiens	20
13412	RNFT1	GDS2777	Homo sapiens	20
13413	PTK6	GDS2777	Homo sapiens	20
13414	CLU	GDS2777	Homo sapiens	20
13415	CLU	GDS2777	Homo sapiens	20
13416	None	GDS5410	Homo sapiens	8
13417	None	GDS5410	Homo sapiens	8
13418	None	GDS5410	Homo sapiens	8
13419	None	GDS5410	Homo sapiens	8
13420	None	GDS5410	Homo sapiens	8
13421	UCHL1	GDS2297	Homo sapiens	45
13422	ERBB3	GDS2297	Homo sapiens	45
13423	CLDN4	GDS2297	Homo sapiens	45
13424	FXYD3	GDS2297	Homo sapiens	45
13425	SERPINE1	GDS2297	Homo sapiens	45
13426	PRDX2	GDS2297	Homo sapiens	45
13427	ARHGDIB	GDS2297	Homo sapiens	45
13428	CD74	GDS2297	Homo sapiens	45
13429	SPARC	GDS2297	Homo sapiens	45
13430	TOX3	GDS2297	Homo sapiens	45
13431	ADGRF5	GDS2297	Homo sapiens	45
13432	MYO6	GDS2297	Homo sapiens	45
13433	ENDOD1	GDS2297	Homo sapiens	45
13434	None	GDS5409	Homo sapiens	8
13435	None	GDS5409	Homo sapiens	8
13436	None	GDS5409	Homo sapiens	8
13437	None	GDS5409	Homo sapiens	8
13438	None	GDS5409	Homo sapiens	8
13439	None	GDS5409	Homo sapiens	8
13440	None	GDS5409	Homo sapiens	8
13441	None	GDS5409	Homo sapiens	8
13442	None	GDS5409	Homo sapiens	8
13443	None	GDS5409	Homo sapiens	8
13444	None	GDS5409	Homo sapiens	8
13445	None	GDS5409	Homo sapiens	8
13446	None	GDS5409	Homo sapiens	8
13447	None	GDS2506	Homo sapiens	51
13448	None	GDS2506	Homo sapiens	51
13449	None	GDS2506	Homo sapiens	51
13450	None	GDS2506	Homo sapiens	51
13451	None	GDS5409	Homo sapiens	8
13452	None	GDS5409	Homo sapiens	8
13453	None	GDS5409	Homo sapiens	8
13454	None	GDS5409	Homo sapiens	8
13455	None	GDS5409	Homo sapiens	8
13456	None	GDS5409	Homo sapiens	8
13457	None	GDS5409	Homo sapiens	8
13458	None	GDS5409	Homo sapiens	8
13459	None	GDS2506	Homo sapiens	51
13460	None	GDS2506	Homo sapiens	51
13461	None	GDS5409	Homo sapiens	8
13462	None	GDS2506	Homo sapiens	51
13463	None	GDS5409	Homo sapiens	8
13464	None	GDS5409	Homo sapiens	8
13465	None	GDS5409	Homo sapiens	8
13466	None	GDS5409	Homo sapiens	8
13467	None	GDS5409	Homo sapiens	8
13468	None	GDS5409	Homo sapiens	8
13469	None	GDS5409	Homo sapiens	8
13470	None	GDS5409	Homo sapiens	8
13471	None	GDS5409	Homo sapiens	8
13472	None	GDS5409	Homo sapiens	8
13473	None	GDS5409	Homo sapiens	8
13474	None	GDS5409	Homo sapiens	8
13475	None	GDS5409	Homo sapiens	8
13476	None	GDS5409	Homo sapiens	8
13477	None	GDS5409	Homo sapiens	8
13478	None	GDS5409	Homo sapiens	8
13479	TXLNGY	GDS3951	Homo sapiens	29
13480	PPL	GDS2297	Homo sapiens	45
13481	IL11	GDS2297	Homo sapiens	45
13482	None	GDS5410	Homo sapiens	8
13483	None	GDS5410	Homo sapiens	8
13484	THBS1	GDS3951	Homo sapiens	29
13485	None	GDS5418	Homo sapiens	8
13486	None	GDS5418	Homo sapiens	8
13487	None	GDS2506	Homo sapiens	51
13488	None	GDS2506	Homo sapiens	51
13489	None	GDS2506	Homo sapiens	51
13490	None	GDS2506	Homo sapiens	51
13491	GNG11	GDS2297	Homo sapiens	45
13492	KLK6	GDS2297	Homo sapiens	45
13493	None	GDS5410	Homo sapiens	8
13494	SPINT2	GDS2297	Homo sapiens	45
13495	HMGA2	GDS2297	Homo sapiens	45
13496	CALD1	GDS2297	Homo sapiens	45
13497	AKR1C3	GDS2297	Homo sapiens	45
13498	S100A9	GDS2297	Homo sapiens	45
13499	PTGS2	GDS2297	Homo sapiens	45
13500	CTAG1A	GDS2297	Homo sapiens	45
13501	CTAG1A	GDS2297	Homo sapiens	45
13502	DHRS2	GDS2297	Homo sapiens	45
13503	ALDH1A1	GDS2297	Homo sapiens	45
13504	CXCL5	GDS2297	Homo sapiens	45
13505	SOX4	GDS2297	Homo sapiens	45
13506	CNN3	GDS2297	Homo sapiens	45
13507	F3	GDS2297	Homo sapiens	45
13508	ST14	GDS2297	Homo sapiens	45
13509	GAGE12D	GDS2297	Homo sapiens	45
13510	COL4A2	GDS2297	Homo sapiens	45
13511	GAGE12D	GDS2297	Homo sapiens	45
13512	MIR6756	GDS2297	Homo sapiens	45
13513	CEMIP	GDS2297	Homo sapiens	45
13514	SERPINB5	GDS2297	Homo sapiens	45
13515	ARHGDIA	GDS2297	Homo sapiens	45
13516	THBD	GDS2297	Homo sapiens	45
13517	C1orf116	GDS2297	Homo sapiens	45
13518	CD24	GDS2297	Homo sapiens	45
13519	IFIT1	GDS2297	Homo sapiens	45
13520	GLIPR1	GDS2297	Homo sapiens	45
13521	COL4A6	GDS2297	Homo sapiens	45
13522	LBH	GDS2297	Homo sapiens	45
13523	GRAMD1B	GDS2297	Homo sapiens	45
13524	TGM2	GDS2297	Homo sapiens	45
13525	CP	GDS2297	Homo sapiens	45
13526	NRCAM	GDS2297	Homo sapiens	45
13527	TMEM259	GDS2297	Homo sapiens	45
13528	ELMO3	GDS2297	Homo sapiens	45
13529	SMAD2	GDS2297	Homo sapiens	45
13530	ST14	GDS2297	Homo sapiens	45
13531	LOC728093	GDS2297	Homo sapiens	45
13532	CCNG2	GDS2297	Homo sapiens	45
13533	MRPS31	GDS2297	Homo sapiens	45
13534	LAD1	GDS2297	Homo sapiens	45
13535	HMGCS1	GDS2297	Homo sapiens	45
13536	ENPP4	GDS2297	Homo sapiens	45
13537	GRHL2	GDS2297	Homo sapiens	45
13538	SNX4	GDS2297	Homo sapiens	45
13539	GPC4	GDS2297	Homo sapiens	45
13540	None	GDS2298	Homo sapiens	18
13541	None	GDS2298	Homo sapiens	18
13542	None	GDS2297	Homo sapiens	45
13543	None	GDS2298	Homo sapiens	18
13544	None	GDS2298	Homo sapiens	18
13545	None	GDS2298	Homo sapiens	18
13546	None	GDS2298	Homo sapiens	18
13547	None	GDS2298	Homo sapiens	18
13548	XIST	GDS3951	Homo sapiens	29
13549	None	GDS5410	Homo sapiens	8
13550	None	GDS5410	Homo sapiens	8
13551	None	GDS5410	Homo sapiens	8
13552	COL5A2	GDS2297	Homo sapiens	45
13553	BDNF	GDS2297	Homo sapiens	45
13554	EPS8L2	GDS2297	Homo sapiens	45
13555	TSPAN13	GDS2297	Homo sapiens	45
13556	CA12	GDS2297	Homo sapiens	45
13557	MAP1B	GDS2297	Homo sapiens	45
13558	IDS	GDS2297	Homo sapiens	45
13559	None	GDS1312	Homo sapiens	10
13560	RPS4Y1	GDS2297	Homo sapiens	45
13561	IFI27	GDS2297	Homo sapiens	45
13562	LOC101928916	GDS2297	Homo sapiens	45
13563	LOC101928916	GDS2297	Homo sapiens	45
13564	LOC101060835	GDS2297	Homo sapiens	45
13565	COL6A2	GDS2297	Homo sapiens	45
13566	C1orf106	GDS2297	Homo sapiens	45
13567	TCEAL9	GDS2297	Homo sapiens	45
13568	KRT15	GDS2297	Homo sapiens	45
13569	PRAME	GDS2297	Homo sapiens	45
13570	TGM2	GDS2297	Homo sapiens	45
13571	PBX1	GDS2297	Homo sapiens	45
13572	NUPR1	GDS2297	Homo sapiens	45
13573	NLRP2	GDS2297	Homo sapiens	45
13574	GAGE3	GDS2297	Homo sapiens	45
13575	RAB38	GDS2297	Homo sapiens	45
13576	TRA2B	GDS2297	Homo sapiens	45
13577	OVOL2	GDS2297	Homo sapiens	45
13578	CYR61	GDS2297	Homo sapiens	45
13579	TFPI2	GDS2297	Homo sapiens	45
13580	CRABP2	GDS2297	Homo sapiens	45
13581	BEX3	GDS2297	Homo sapiens	45
13582	LGALS3BP	GDS2297	Homo sapiens	45
13583	DHRS2	GDS2297	Homo sapiens	45
13584	MT2A	GDS2297	Homo sapiens	45
13585	IDS	GDS2297	Homo sapiens	45
13586	None	GDS2298	Homo sapiens	18
13587	None	GDS2777	Homo sapiens	20
13588	None	GDS2777	Homo sapiens	20
13589	EIF1AY	GDS3951	Homo sapiens	29
13590	EIF1AY	GDS3951	Homo sapiens	29
13591	ARHGAP29	GDS2297	Homo sapiens	45
13592	COL5A2	GDS2297	Homo sapiens	45
13593	MCL1	GDS2297	Homo sapiens	45
13594	GPNMB	GDS2297	Homo sapiens	45
13595	CX3CL1	GDS2297	Homo sapiens	45
13596	None	GDS5410	Homo sapiens	8
13597	None	GDS5410	Homo sapiens	8
13598	LOC101930400	GDS2297	Homo sapiens	45
13599	DSP	GDS2297	Homo sapiens	45
13600	S100A2	GDS2297	Homo sapiens	45
13601	XAGE1B	GDS2297	Homo sapiens	45
13602	KRT7	GDS2297	Homo sapiens	45
13603	MEST	GDS2297	Homo sapiens	45
13604	CA12	GDS2297	Homo sapiens	45
13605	MAGEA6	GDS2297	Homo sapiens	45
13606	MAGEA6	GDS2297	Homo sapiens	45
13607	PLAC8	GDS2297	Homo sapiens	45
13608	AKAP12	GDS2297	Homo sapiens	45
13609	CPS1	GDS2297	Homo sapiens	45
13610	AKR1B10	GDS2297	Homo sapiens	45
13611	TPM2	GDS2297	Homo sapiens	45
13612	AUTS2	GDS2297	Homo sapiens	45
